idcode,year,age,grade,south,lnwage
2297,69,22,12,1,1.42809093
2297,70,23,12,1,1.472236753
2297,71,24,12,1,1.42667079
2297,73,26,12,1,1.677716732
2297,75,28,12,1,1.217395782
2298,73,29,14,1,2.166746378
2299,68,23,12,1,1.527272224
2299,71,26,12,1,1.493879557
2299,72,27,12,1,1.677716732
2299,73,28,12,1,1.799791694
2299,75,30,12,1,1.733208537
2299,77,32,12,1,1.753038049
2299,78,33,12,1,1.95270884
2301,69,21,14,1,1.440763116
2301,70,22,14,1,1.488152027
2301,71,23,14,1,1.539445519
2303,69,18,7,1,0.933945656
2303,73,22,7,1,1.166891098
2303,75,24,7,1,0.747392178
2303,78,27,7,1,1.592535615
2305,68,20,12,1,1.47043848
2305,69,21,12,1,1.468211293
2305,70,22,12,1,1.472236753
2305,71,23,12,1,1.607103944
2305,72,24,12,1,1.454573154
2305,73,25,12,1,1.512109637
2305,75,27,12,1,2.252357483
2306,68,20,10,1,1.226614714
2306,69,21,10,1,1.22807014
2306,70,22,10,1,1.355331659
2306,71,23,10,1,1.295428276
2306,75,27,10,1,1.521196961
2307,75,22,13,1,1.44053936
2307,77,24,13,1,1.321255922
2307,78,25,13,1,1.655830979
2308,68,18,12,1,1.410179615
2308,69,19,12,1,1.42222631
2308,70,20,12,1,1.42222631
2308,71,22,12,1,1.611662626
2308,72,23,12,1,0.781228125
2308,75,25,12,1,1.671651006
2309,68,24,12,1,1.532781959
2309,69,25,12,1,1.702528358
2309,70,26,12,1,1.924707532
2309,71,27,12,1,2.067679882
2309,78,34,12,1,1.027222276
2312,70,22,13,1,1.6117661
2312,72,24,13,1,1.472236753
2312,75,27,13,1,1.495027304
2312,77,29,13,1,1.759719729
2312,78,30,13,1,1.503577471
2313,77,26,14,1,1.318555117
2313,78,27,14,1,1.316152811
2316,69,24,12,1,1.114741683
2316,70,25,12,1,0.959626973
2316,71,26,12,1,1.115543008
2316,72,27,12,1,0.525703609
2316,73,28,12,1,1.166891098
2316,75,30,12,1,1.280370235
2316,77,32,12,1,1.568115711
2316,78,33,12,1,1.726721048
2317,68,22,16,0,1.858204007
2318,77,27,15,1,1.924478412
2318,78,28,15,1,1.890111804
2320,70,22,16,1,2.054748535
2320,71,23,16,1,1.683545709
2320,73,25,16,0,1.904151678
2320,75,27,16,0,1.932792664
2321,78,25,14,1,1.341058254
2322,78,27,18,1,2.078043461
2324,72,18,10,1,1.2061975
2325,69,25,12,1,1.256240964
2325,70,27,12,1,1.564542174
2325,71,28,12,1,1.683545709
2327,72,19,12,1,0.107585207
2327,73,20,12,1,0.413497299
2327,75,22,12,1,1.266185284
2327,77,24,12,1,1.280433774
2327,78,25,12,1,1.308634639
2328,68,20,11,1,1.270417571
2328,69,21,11,1,1.434720755
2328,70,22,11,1,1.251763463
2328,71,23,11,1,1.146402597
2328,73,25,11,1,1.316364646
2328,75,27,11,1,1.399717212
2328,77,29,11,1,1.237874031
2328,78,30,11,1,1.449216366
2329,73,24,17,1,1.113288522
2329,77,28,17,1,1.791259646
2329,78,29,17,1,2.086746693
2330,75,22,13,1,1.266185284
2330,78,25,13,1,1.48147738
2331,68,21,13,1,1.591465354
2331,69,22,13,1,1.623965979
2331,70,23,13,1,1.652774096
2331,71,24,13,1,1.621024728
2332,68,20,12,0,1.434720755
2332,70,22,12,1,1.506783485
2332,71,23,12,1,1.493879557
2333,68,23,6,1,2.124832869
2333,69,24,6,1,1.339410782
2333,70,25,6,1,1.031359792
2333,71,26,6,1,1.405914187
2333,73,28,6,1,1.321041822
2333,77,32,6,0,1.279335141
2337,69,18,12,1,1.619146585
2337,71,20,12,1,1.069441915
2337,72,21,12,1,1.231429219
2337,73,22,12,1,1.292054176
2337,75,24,12,1,1.399717212
2337,77,26,12,1,1.384695649
2337,78,27,12,1,1.381393552
2338,69,23,12,1,1.434720755
2338,70,24,12,1,1.028619766
2338,71,25,12,1,1.146402597
2338,75,29,12,1,0.619558275
2338,77,31,12,1,0.992751479
2338,78,32,12,1,0.992751479
2339,71,26,12,1,0.489623159
2339,72,27,12,1,0.531587005
2340,68,21,12,1,1.339410782
2340,69,22,12,1,1.297063231
2340,70,23,12,1,1.256240964
2340,71,24,12,1,1.539445519
2340,75,28,12,1,1.285054207
2340,77,30,12,1,1.279335141
2340,78,31,12,1,1.250365853
2341,77,23,16,1,2.01039505
2341,78,24,16,1,2.134133339
2342,75,30,9,1,2.182476759
2342,77,32,9,1,1.434584379
2342,78,33,9,1,1.512730122
2345,72,18,12,1,1.508113384
2345,73,19,12,1,1.65669024
2345,75,21,12,1,1.86187768
2345,77,23,12,1,1.971495032
2345,78,24,12,1,1.900604844
2346,71,20,12,1,1.245417833
2346,73,22,12,1,1.166891098
2346,75,24,12,1,1.217395782
2347,77,26,14,1,1.371948719
2347,78,27,14,1,1.475107789
2349,69,24,12,1,1.702528358
2350,71,19,12,1,1.331360579
2350,73,21,12,1,1.332450747
2350,75,23,12,1,1.535849571
2350,77,26,12,1,1.598887444
2350,78,26,12,1,1.586838007
2351,68,19,12,1,1.611978889
2351,69,20,12,1,1.643013716
2351,71,22,12,1,1.724990726
2351,72,23,12,1,1.739752054
2351,73,24,12,1,1.826108932
2351,75,26,12,1,1.905530334
2352,70,19,10,1,1.451213956
2352,71,19,10,1,2.558292389
2352,72,20,10,1,1.493879557
2353,77,24,16,1,1.891104579
2353,78,25,16,1,1.631538153
2354,75,21,12,1,1.595831633
2354,77,23,12,1,1.628740549
2354,78,24,12,1,1.56043601
2355,71,19,11,1,0.153151199
2355,72,20,11,1,1.166891098
2355,73,21,11,1,1.166891098
2355,75,23,11,1,1.44053936
2355,77,25,11,1,1.423915744
2355,78,26,11,1,1.551950574
2358,68,19,12,1,1.680632949
2358,69,20,12,1,1.775364876
2358,70,21,12,1,1.875917554
2358,71,22,12,1,1.925661922
2358,72,23,12,1,2.083181858
2358,73,24,12,1,2.079945326
2358,75,26,12,1,2.08868885
2358,77,28,12,1,2.093214273
2358,78,29,12,1,2.177794218
2360,70,18,12,1,1.251763463
2360,73,21,12,1,1.653423429
2360,75,23,12,1,1.44053936
2361,68,19,11,1,1.157089233
2361,69,20,11,1,1.627092838
2361,70,21,11,1,0.930818796
2361,71,22,11,1,1.394058943
2361,72,23,11,1,2.275495052
2361,77,28,11,1,1.288184166
2361,78,29,11,1,2.262693405
2362,69,17,9,1,0.88154757
2362,70,18,9,1,0.959626973
2362,77,25,9,1,1.301313758
2362,78,26,9,1,1.503577471
2364,70,19,12,1,1.433922052
2364,71,20,12,1,1.503829241
2364,72,21,12,1,1.86003828
2364,73,22,12,1,1.617470145
2364,75,24,12,1,1.585504889
2364,77,26,12,1,1.935359716
2364,78,27,12,0,1.943513036
2365,71,23,16,1,1.405914187
2365,72,24,16,1,1.637979627
2365,73,25,16,1,1.166891098
2365,75,27,16,0,1.791195989
2365,77,29,16,0,1.837665677
2365,78,30,16,0,1.787972093
2366,78,26,16,1,1.545168877
2367,77,26,16,1,2.053623199
2367,78,27,16,1,1.995754242
2368,73,22,13,1,1.403279662
2368,75,24,13,1,1.622860909
2370,72,22,11,1,1.250005484
2370,73,23,11,1,1.262201071
2370,78,28,11,1,1.589690685
2373,73,19,12,1,3.575036526
2373,77,23,12,1,1.503577471
2373,78,24,12,1,1.5443995
2375,68,19,11,1,1.319207549
2375,69,20,11,1,1.242254376
2375,70,21,11,1,1.762589097
2375,71,22,11,1,1.100836515
2375,73,24,11,1,2.009511948
2375,77,28,11,1,1.870532274
2375,78,29,11,1,1.860252261
2376,69,18,8,1,0.460814625
2377,69,18,12,1,1.297063231
2377,70,19,12,1,1.271565914
2377,72,21,12,1,1.392697334
2377,73,22,12,1,1.309547186
2377,75,24,12,1,1.361495972
2378,68,25,12,1,1.559884071
2378,69,26,12,1,1.517536521
2378,70,27,12,1,1.61640656
2378,71,28,12,1,1.786548615
2378,72,29,12,1,1.243852139
2378,73,30,12,1,1.826108932
2378,75,32,12,1,1.799611449
2378,77,34,12,1,1.786246896
2378,78,35,12,1,1.749927998
2379,68,19,12,0,1.270417571
2379,70,21,12,0,1.451213956
2379,71,22,12,0,1.503818035
2379,72,23,12,0,1.479265451
2379,73,24,12,0,1.343641639
2379,75,26,12,0,2.191955328
2379,77,28,12,0,1.455786467
2379,78,29,12,1,1.557850361
2380,73,20,12,1,1.292054176
2380,75,22,12,1,1.44053936
2380,77,24,12,1,1.685898662
2380,78,25,12,1,1.811123133
2381,68,23,10,1,0.299066871
2381,70,25,10,1,1.020251393
2381,71,26,10,1,0.707036197
2381,73,28,10,1,1.419018745
2381,75,30,10,1,1.399717212
2381,77,32,10,1,1.301052809
2381,78,33,10,1,1.158737063
2383,68,21,14,1,1.270417571
2383,69,22,14,1,1.361601353
2383,73,26,14,1,1.382002354
2383,75,28,14,1,1.46815443
2383,77,30,14,1,1.215895414
2383,78,31,14,1,1.49095583
2384,69,20,14,1,1.249272108
2384,70,21,14,1,1.284552813
2384,71,22,14,1,2.099061251
2384,72,23,14,1,1.940081
2384,73,24,14,0,1.940081
2384,77,28,14,0,1.560328126
2385,68,21,14,1,1.157089233
2386,73,21,11,1,1.617470145
2386,75,23,11,1,1.217395782
2386,77,25,11,1,1.360476136
2386,78,26,11,1,1.432687402
2390,75,22,13,1,1.424409628
2390,77,24,13,1,1.654866934
2390,78,25,13,1,1.475107789
2391,68,23,10,1,0.933945656
2391,70,25,10,1,1.16110909
2391,71,26,10,1,1.289311886
2391,72,27,10,1,1.292054176
2391,73,28,10,1,1.183605433
2391,77,32,10,1,1.53636682
2391,78,33,10,1,1.531023145
2392,77,28,17,1,2.129515409
2392,78,30,17,1,1.999892831
2394,71,21,8,1,0.968515277
2394,72,23,8,1,0.98456955
2394,73,23,8,1,1.058853388
2394,75,25,8,1,1.312705517
2394,77,27,8,0,1.192077875
2394,78,29,8,1,1.046818972
2395,68,20,12,1,1.372200131
2395,69,21,12,1,1.42222631
2395,70,22,12,1,1.592985749
2395,71,23,12,1,1.611662626
2396,68,20,12,1,1.740421414
2396,69,21,12,1,2.054748535
2396,70,22,12,0,1.906828165
2396,71,23,12,0,1.683545709
2396,72,24,12,0,2.036788702
2396,73,25,12,0,2.062155724
2396,75,27,12,0,2.182476759
2396,77,29,12,0,2.250265121
2397,68,21,12,1,1.157089233
2397,69,22,12,1,1.153961778
2397,70,23,12,1,0.819027245
2397,71,24,12,1,1.45305717
2397,72,25,12,1,1.413750768
2397,73,26,12,1,1.597266912
2397,75,27,12,1,1.472038031
2397,77,30,12,1,1.445241928
2397,78,31,12,1,1.551950574
2398,68,24,10,0,1.196309328
2398,69,25,10,0,1.22807014
2398,72,28,10,0,1.549882889
2398,73,29,10,0,1.343033075
2398,75,31,10,0,1.16610229
2398,77,33,10,0,1.072720885
2399,68,22,10,1,1.270417571
2399,69,23,10,0,1.153961778
2399,70,24,10,0,1.130614638
2399,77,31,10,0,0.975222468
2401,71,23,10,1,1.493879557
2401,72,24,10,1,0.800732374
2401,73,24,10,1,1.677716732
2401,75,27,10,1,1.266185284
2401,77,29,10,1,1.312705517
2401,78,30,10,1,1.308634639
2403,73,23,15,1,1.262201071
2403,75,25,15,1,3.127678394
2403,77,27,15,0,1.931021214
2403,78,28,15,0,1.862558484
2404,68,21,12,0,1.385021091
2404,69,22,12,0,1.746012807
2406,71,27,12,0,1.756243229
2406,72,28,12,0,1.826136589
2406,73,29,12,0,1.826136589
2407,71,19,9,1,0.749438882
2407,77,25,9,1,1.329223514
2407,78,26,9,1,1.319891334
2408,70,22,12,0,0.603916049
2408,71,23,12,0,1.434084654
2408,72,24,12,0,0.800732374
2408,73,25,12,0,1.677716732
2408,75,27,12,0,2.210647106
2411,71,27,6,1,1.627092838
2411,73,29,6,1,1.830033183
2411,75,31,6,1,1.744875908
2411,77,33,6,1,1.30512619
2411,78,34,6,1,1.626058578
2412,68,21,10,1,1.196309328
2412,71,24,10,1,1.069441915
2412,73,26,10,1,1.277792573
2412,75,28,10,1,1.144824982
2412,77,30,10,1,1.434584379
2412,78,31,10,1,1.531023145
2413,68,24,13,1,1.627092838
2413,70,26,13,0,1.609437585
2413,75,31,13,0,1.612810373
2413,77,33,13,0,2.3402071
2415,72,19,12,1,1.376611352
2415,73,20,12,1,1.6243155
2415,75,22,12,1,1.382909656
2415,77,24,12,1,1.545997977
2415,78,25,12,1,1.548987508
2418,72,20,12,1,1.454573154
2418,73,21,12,1,1.576647997
2418,77,25,12,1,1.637525082
2418,78,26,12,1,1.655830979
2419,68,20,12,1,1.391370416
2419,69,21,12,1,1.439719319
2419,70,22,12,1,1.828376174
2419,71,23,12,1,1.793983698
2419,72,24,12,1,1.739752054
2419,73,25,12,1,1.822682261
2419,75,27,12,1,1.765516996
2419,77,29,12,1,1.765941739
2419,78,30,12,1,1.799642205
2420,71,19,12,1,1.42667079
2420,72,20,12,1,1.444522619
2420,73,21,12,1,1.498686314
2420,77,25,12,1,1.928844452
2420,78,26,12,1,2.026475191
2421,69,21,9,1,0.840304613
2421,70,22,9,1,1.297063231
2421,71,23,9,1,1.539445519
2421,78,30,9,1,1.562043428
2422,71,21,12,1,1.316301703
2422,72,22,12,1,1.231429219
2422,73,23,12,1,1.461984873
2422,75,25,12,1,1.585504889
2422,77,27,12,1,1.371948719
2422,78,28,12,1,1.416566133
2423,70,17,5,1,0.705268443
2423,71,18,5,1,0.707036197
2424,75,24,11,1,1.155519962
2425,72,19,12,1,1.231429219
2425,73,20,12,1,1.090729356
2426,69,25,12,1,1.073919535
2426,71,27,12,1,1.376926541
2426,72,28,12,1,0.55227071
2426,73,29,12,1,0.943747401
2428,73,22,16,1,2.097423315
2428,75,24,16,1,2.094945192
2428,77,26,16,1,1.870532274
2428,78,27,16,1,1.682147861
2432,77,27,17,1,1.975661874
2432,78,28,17,1,1.841650844
2433,68,25,12,1,0.794683456
2433,69,26,12,1,0.752335906
2433,70,27,12,1,1.131477237
2433,71,28,12,1,0.800732374
2433,72,29,12,1,0.98456955
2433,73,30,12,1,0.761426032
2433,75,32,12,1,2.27692008
2433,77,34,12,1,2.000303507
2433,78,35,12,1,4.029305935
2434,69,21,10,1,0.891598105
2434,70,22,10,1,1.191702247
2434,71,23,10,1,1.245417833
2434,73,25,10,1,1.512841582
2434,75,27,10,1,1.464255691
2434,77,29,10,1,1.309183121
2434,78,31,10,1,1.416566133
2435,68,23,12,1,1.434720755
2435,70,25,12,1,0.891598105
2435,71,26,12,1,1.42667079
2436,69,19,11,1,1.114741683
2436,70,20,11,1,1.258407593
2436,71,21,11,1,1.313555479
2436,72,22,11,1,1.309547186
2436,73,23,11,1,1.512109637
2436,75,25,11,1,1.479759455
2436,77,27,11,1,1.263626337
2436,78,28,11,1,1.415879846
2438,73,22,12,1,1.292054176
2438,75,24,12,1,1.645926118
2438,77,26,12,1,1.706778884
2438,78,27,12,1,1.655830979
2439,73,20,11,1,0.875132322
2439,75,22,11,1,1.935235262
2439,77,24,11,1,1.321255922
2439,78,25,11,1,1.497225523
2441,68,21,12,1,1.766854405
2441,69,22,12,1,1.661706328
2441,70,23,12,1,1.702528358
2442,68,20,12,1,1.805238724
2442,69,21,12,1,1.758698225
2442,70,22,12,1,1.803880692
2442,71,23,12,0,1.801809192
2442,75,27,12,1,1.910542965
2442,77,29,12,1,1.321255922
2442,78,30,12,1,1.321255922
2443,68,20,12,1,0.933945656
2443,75,27,12,1,1.217395782
2444,70,19,12,1,1.392373204
2444,71,20,12,1,1.566200018
2444,73,22,12,1,1.475905657
2444,75,24,12,1,1.44053936
2445,68,18,12,1,1.434720755
2445,73,23,12,1,1.288965583
2445,75,25,12,1,1.217395782
2446,73,20,12,1,0.89245373
2446,75,22,12,1,1.256616473
2447,68,20,13,1,1.559884071
2447,69,21,13,0,1.767066717
2447,70,22,13,0,1.680055022
2447,71,23,13,1,1.907554626
2447,73,25,13,1,1.819594145
2447,75,27,13,1,1.765516996
2448,70,19,11,1,1.153961778
2448,71,20,11,1,1.415917754
2448,72,21,11,1,1.343641639
2448,73,22,11,1,1.374123335
2448,78,27,11,0,0.810430348
2451,75,22,16,1,2.133686543
2452,72,19,11,1,1.2061975
2453,68,21,14,1,1.762497067
2453,69,22,14,1,1.754487634
2453,70,23,14,1,1.775364876
2453,71,24,14,1,1.360348225
2453,72,25,14,1,1.677716732
2453,73,26,14,1,1.876752615
2453,75,28,14,1,1.872321367
2453,77,30,14,1,1.870532274
2454,72,21,12,1,1.454573154
2454,73,22,12,1,1.454573154
2454,77,26,12,1,2.141915798
2454,78,27,12,1,2.102224112
2455,70,19,12,1,1.361601353
2455,71,20,12,1,1.2061975
2455,73,22,12,1,1.2061975
2455,75,24,12,1,1.464255691
2455,78,27,12,1,1.13607645
2458,70,22,16,1,1.361601353
2459,68,20,10,1,1.157089233
2460,68,18,11,1,1.157089233
2460,69,19,11,1,1.116267085
2461,70,18,4,1,0.549107194
2461,71,19,4,1,1.360348225
2461,72,20,4,1,1.321041822
2461,73,21,4,1,1.403279662
2461,75,23,4,1,1.289716244
2461,77,25,4,1,1.280433774
2461,78,26,4,1,1.250365853
2464,73,19,12,1,1.454573154
2464,77,23,12,1,1.935359716
2465,70,19,12,1,1.539445519
2465,71,20,12,1,1.552147985
2465,72,21,12,1,1.572356224
2465,73,22,12,1,1.842212081
2465,75,23,12,1,1.846004486
2465,77,26,12,1,1.902353048
2466,75,24,16,1,2.065407276
2466,77,26,16,1,2.011702299
2467,71,26,8,1,1.42667079
2467,72,26,8,1,1.392697334
2467,73,27,8,1,1.457300901
2467,75,29,8,1,1.39134872
2467,77,31,8,1,1.545997977
2467,78,32,8,1,1.655830979
2469,70,18,12,1,1.850599766
2469,71,19,12,1,1.865442991
2469,73,21,12,0,1.434370041
2469,75,23,12,1,1.8079561
2469,77,25,12,1,1.935359716
2469,78,26,12,1,1.963315368
2470,78,25,12,1,1.098112464
2471,72,27,15,1,1.454573154
2473,68,25,10,1,0.646263599
2474,68,21,13,1,1.403948903
2474,69,22,13,1,1.355331659
2476,69,18,12,1,1.575799346
2476,73,22,12,1,1.316364646
2476,75,24,12,1,1.612810373
2476,77,26,12,1,1.72405076
2476,78,27,12,1,1.771537542
2478,68,24,15,1,1.586270332
2479,78,27,15,1,1.39536345
2480,68,25,12,1,2.032557964
2480,69,26,12,1,2.971039772
2480,71,28,12,1,3.285639048
2480,72,29,12,1,3.064011097
2480,73,30,12,1,3.003764391
2480,75,32,12,1,2.788092375
2480,77,34,12,1,2.707550287
2480,78,35,12,1,2.636660099
2481,68,24,16,1,1.846228242
2481,69,24,16,1,1.935401559
2481,70,25,16,1,2.113245726
2481,71,26,16,1,2.117140532
2481,72,27,16,1,2.109498739
2481,73,28,16,1,2.165068865
2481,75,30,16,1,1.910542965
2482,70,18,12,1,1.462577343
2482,71,19,12,1,1.633641124
2482,72,20,12,1,1.750966668
2482,73,21,12,1,1.536152363
2482,75,23,12,1,1.491232157
2482,77,25,12,1,1.301052809
2482,78,26,12,1,1.323615789
2484,68,23,12,1,1.157089233
2484,69,24,12,1,1.329852581
2484,70,25,12,1,1.451213956
2484,71,26,12,1,1.857899308
2484,72,27,12,1,1.262201071
2484,73,28,12,1,1.321041822
2484,75,30,12,1,1.365815639
2484,77,32,12,1,0.76850909
2484,78,33,12,1,1.098112464
2485,68,23,11,1,1.422525167
2486,70,25,9,1,1.514127612
2486,71,26,9,1,1.611662626
2486,72,27,9,1,1.657513618
2486,73,28,9,1,1.65669024
2486,75,30,9,1,1.777011633
2486,77,32,9,1,1.657728195
2486,78,33,9,1,1.512730122
2487,72,19,12,1,1.459559917
2487,73,20,12,1,1.485080242
2487,75,22,12,1,1.636105776
2487,77,24,12,1,1.53636682
2487,78,25,12,1,1.531023145
2488,72,28,12,1,2.109498739
2488,73,29,12,1,2.291820526
2488,75,31,12,1,1.128564596
2488,77,33,12,1,1.288732052
2488,78,34,12,1,1.217841864
2490,68,20,12,1,1.661494136
2490,69,21,12,1,1.715772986
2490,70,22,12,1,1.770556688
2490,71,23,12,1,1.820857882
2491,71,18,12,1,1.493879557
2491,72,19,12,1,1.526893616
2491,75,22,12,1,1.479759455
2491,77,24,12,1,1.412923098
2491,78,25,12,1,1.512730122
2492,78,28,8,1,1.098112464
2493,68,18,11,1,1.30550909
2493,69,19,11,1,1.392373204
2493,70,20,11,1,0.959626973
2493,71,21,11,1,0.959626973
2493,75,25,11,1,1.266185284
2493,77,27,11,1,1.48000586
2494,75,23,12,1,1.217395782
2494,77,25,12,1,0.913090408
2494,78,26,12,1,1.098112464
2495,71,19,10,1,1.405914187
2495,72,20,10,1,1.321041822
2495,73,21,10,1,1.321041822
2495,75,22,10,1,1.266185284
2495,77,24,10,1,0.691548467
2495,78,26,10,1,1.098112464
2497,68,21,12,1,1.559884071
2497,69,22,12,1,1.594694972
2497,70,23,12,1,1.728845477
2498,70,26,12,1,1.643805265
2498,71,27,12,1,1.700713038
2498,73,29,12,1,1.568279505
2498,75,30,12,1,1.739161015
2499,68,19,12,1,1.796835184
2499,69,20,12,1,1.522869468
2499,70,21,12,1,1.702528358
2499,71,22,12,1,1.301507473
2500,70,18,12,1,1.588235021
2500,71,19,12,1,1.655147076
2500,72,20,12,1,1.709215403
2500,73,21,12,1,1.705331802
2500,75,23,12,1,1.952164173
2500,77,25,12,1,1.992157459
2500,78,26,12,1,2.058625221
2501,68,17,8,1,1.029255271
2501,69,18,8,1,1.392373204
2501,70,19,8,1,1.633534789
2502,68,22,16,1,1.792606711
2503,68,24,12,1,1.809414268
2503,69,25,12,1,1.903199077
2503,70,26,12,1,1.967975855
2503,71,27,12,1,2.073297977
2503,72,28,12,1,2.117260933
2503,73,29,12,1,2.101676464
2503,75,31,12,1,2.017152071
2503,77,33,12,1,1.592808247
2503,78,34,12,1,0.921861351
2504,77,26,13,1,1.861251354
2504,78,27,13,1,1.745061636
2505,72,18,10,1,1.231429219
2505,73,20,10,1,1.231429219
2505,75,21,10,1,1.378663301
2505,77,23,10,1,1.561845899
2506,68,20,12,1,1.570522189
2506,69,21,12,1,1.740421414
2506,70,22,12,1,1.865145206
2506,71,23,12,1,1.954463363
2506,72,24,12,1,2.083181858
2506,73,25,12,1,2.083181858
2506,75,27,12,1,2.045947313
2506,77,29,12,1,2.201828718
2506,78,30,12,0,2.035180092
2507,68,19,12,1,1.493561387
2507,69,20,12,1,1.627092838
2507,70,21,12,1,1.657228589
2507,71,22,12,1,1.819579244
2507,72,23,12,1,1.843230844
2508,71,19,12,1,0.153151199
2508,72,20,12,1,1.231429219
2508,73,21,12,1,1.677716732
2508,75,23,12,1,1.420336246
2508,77,25,12,1,1.67191267
2510,77,26,11,1,1.301052809
2510,78,27,11,1,1.449216366
2511,72,20,11,1,1.439459205
2511,73,20,11,1,1.452594995
2511,75,22,11,1,1.217395782
2511,77,24,11,1,1.252305865
2512,72,20,11,1,1.938565016
2512,75,22,11,1,1.217395782
2512,77,24,11,1,0.804876864
2514,69,20,12,1,1.176777005
2514,70,22,12,1,1.322532296
2514,71,22,12,1,1.523438096
2514,72,24,12,1,1.585600853
2514,73,25,12,1,1.709137201
2514,75,27,12,1,1.681129336
2514,77,28,12,1,1.654866934
2514,78,30,12,1,1.727490306
2515,73,19,12,1,1.231429219
2515,77,23,12,1,1.757637382
2515,78,24,12,1,1.625285625
2516,68,25,12,1,1.385021091
2516,70,27,12,1,0.891598105
2516,71,28,12,1,1.347073436
2516,72,29,12,1,1.454573154
2516,73,30,12,1,1.454573154
2516,75,32,12,1,1.44053936
2517,68,25,14,1,0.794683456
2517,69,26,14,1,1.361601353
2517,70,27,14,1,1.336283565
2517,71,28,14,1,1.602733731
2517,72,29,14,1,1.6243155
2517,73,30,14,1,1.564068913
2517,75,32,14,1,1.821711779
2517,77,34,14,1,1.830480218
2517,78,35,14,1,1.785688162
2518,70,18,12,1,1.361601353
2518,71,19,12,0,1.57866621
2518,72,20,12,0,1.693589687
2518,73,21,12,0,1.693589687
2518,75,23,12,0,1.37011683
2518,77,25,12,0,1.657728195
2518,78,26,12,0,1.416566133
2519,72,18,12,1,1.297918797
2519,73,19,12,1,1.65669024
2519,75,21,12,1,1.796814084
2520,68,25,14,1,1.601774931
2520,75,32,14,1,1.176573396
2520,77,34,14,1,1.616905808
2520,78,35,14,1,1.642407537
2521,73,22,16,1,1.901144028
2521,75,24,16,1,1.765516996
2521,77,26,16,1,1.865902543
2521,78,27,16,1,1.896420717
2522,72,23,16,1,0.901187599
2522,73,24,16,1,1.231429219
2522,75,26,16,1,1.256616473
2522,77,28,16,1,1.394505978
2522,78,29,16,1,1.37081182
2523,78,25,16,1,1.727490306
2525,68,24,16,1,1.685361266
2525,69,25,16,1,1.795815945
2525,70,26,16,1,1.711377263
2525,71,27,16,1,2.078884125
2525,72,28,16,1,2.12240243
2525,73,29,16,1,2.3440516
2525,75,31,16,1,2.561564922
2525,77,33,16,1,2.399665356
2525,78,34,16,1,2.400937557
2529,68,18,11,1,1.107898593
2529,70,20,11,1,0.293760598
2529,71,21,11,1,1.762589097
2530,70,18,10,1,1.297063231
2530,71,19,10,1,0.846298397
2530,72,20,10,1,1.512841582
2530,73,21,10,1,1.549882889
2530,75,23,10,1,0.860720575
2531,68,22,12,1,1.67588222
2531,70,24,12,1,1.498623133
2531,71,25,12,1,1.801809192
2531,73,27,12,1,1.858060002
2531,75,29,12,1,1.869720578
2531,77,31,12,1,1.801209211
2531,78,32,12,1,1.730319023
2532,77,24,8,1,1.823241949
2532,78,25,8,1,1.57534337
2534,68,17,8,1,1.440763116
2534,70,19,8,1,1.297063231
2534,75,24,8,1,1.217395782
2534,77,26,8,1,0.478354543
2535,72,19,12,1,1.309547186
2535,73,20,12,1,1.403279662
2535,75,22,12,1,1.506326437
2535,77,24,12,1,2.812810183
2535,78,25,12,1,1.896619678
2536,70,18,12,1,1.594694972
2536,71,19,12,1,1.892655492
2536,72,20,12,1,1.940081
2536,73,21,12,1,1.96247685
2536,75,23,12,1,1.915529728
2536,77,25,12,1,1.915686965
2536,78,26,12,1,1.904771686
2537,72,20,12,1,1.454573154
2537,73,21,12,1,1.485080242
2537,77,25,12,1,1.542797923
2537,78,26,12,1,1.715356827
2538,77,25,18,1,1.806147575
2538,78,26,18,1,2.302585125
2540,77,27,16,1,1.935359716
2540,78,28,16,1,2.086746693
2542,73,23,16,1,1.86003828
2542,75,25,16,0,1.846004486
2542,78,28,16,0,1.851397157
2543,69,22,15,1,2.132866383
2543,70,23,15,1,1.938221574
2544,75,23,15,1,1.765516996
2544,77,25,15,1,2.157636642
2544,78,26,15,1,2.240650177
2546,77,27,16,1,1.870532274
2546,78,28,16,1,1.892219663
2547,68,19,13,1,1.010906577
2547,70,21,13,1,1.730065107
2547,71,22,13,1,1.909294605
2547,72,23,13,1,1.918306708
2547,73,24,13,1,1.918306708
2547,75,26,13,1,1.44053936
2547,77,28,13,1,0.491142213
2547,78,29,13,1,1.250365853
2548,75,22,16,1,1.765516996
2548,77,24,16,1,1.895619273
2548,78,25,16,1,1.919219732
2550,71,20,12,1,1.478765607
2550,72,21,12,1,1.536152363
2550,73,22,12,1,1.512841582
2550,75,24,12,1,1.420336246
2550,77,26,12,1,1.680328012
2550,78,27,12,1,1.680237412
2552,73,23,17,1,1.090729356
2552,75,25,17,1,1.872321367
2552,77,27,17,1,1.935359716
2552,78,28,17,1,1.749927998
2553,78,32,18,1,1.548987508
2554,71,22,16,1,1.331360579
2554,75,26,16,0,2.133686543
2554,77,28,16,0,1.735352278
2555,71,23,16,1,1.138967395
2555,72,24,16,1,1.392697334
2555,73,25,16,1,1.459559917
2555,75,27,16,1,1.592401624
2555,77,29,16,1,1.81106174
2555,78,30,16,1,1.842586279
2556,72,21,12,1,1.376611352
2556,75,24,12,1,0.888891459
2556,77,26,12,1,1.398216605
